施設ID, カテゴリID, カテゴリ名, 施設名, よみ, 住所, 郵便番号, 電話, FAX, メールアドレス, 緯度, 経度, URL, 最終更新日, 開館時間, 休館日, 入場料, 説明, 末尾ダミー
"301","57","都市公園","扇が丘6号緑地","おうぎがおかろくごうりょくち","扇が丘702","","","","","36.5261215500","136.6231027000","","1303172068","","","","",""
"302","57","都市公園","若松2号緑地","わかまつにごうりょくち","若松町83-10","","","","","36.5360103000","136.6120732000","","1303172075","","","","",""
"303","57","都市公園","野々市交通公園","ののいちこうつうこうえん","菅原町4","","","","","36.5301309800","136.6150032000","","1179296986","","","","トイレ有り",""
"304","57","都市公園","あらみや公園","あらみやこうえん","三納1丁目2","","","","","36.5188620900","136.6095642000","","1179296986","","","","トイレ有り",""
"305","57","都市公園","横宮緑地","よこみやりょくち","横宮町67-5","","","","","36.5359003900","136.6168128000","","1179296986","","","","",""
"10893","57","都市公園","本町2丁目1号緑地","ほんまちにちょうめいちごうりょくち","野々市市本町2丁目85-5","","","","","36.5314717700","136.6195822000","","1383212224","","","","　",""
"10894","57","都市公園","工大前駅緑地","こうだいまええきりょくち","野々市市本町2丁目235-1","","","","","36.5323403300","136.6215241000","","1383212301","","","","　",""
"10895","57","都市公園","太平寺2号緑地","たへいじにごうりょくち","野々市市太平寺3丁目149-37","","","","","36.5320580000","136.6058359000","","1383212353","","","","　",""
"10896","57","都市公園","矢作4号緑地","やはぎよんごうりょくち","矢作4丁目45-28","","","","","36.5241619500","136.6144739000","","1383212412","","","","　",""
"10897","57","都市公園","ひまわり公園","ひまわりこうえん","野々市市藤平田1丁目477","","","","","36.5167070000","136.6076303000","","1383212470","","","","　",""
"10898","57","都市公園","粟田西公園","あわだにしこうえん","野々市市粟田5丁目303","","","","","36.5123567800","136.6100711000","","1383212521","","","","　",""
"10899","57","都市公園","菅原2号緑地","すがはらにごうりょくち","野々市市菅原町138-24","","","","","36.5286785400","136.6171843000","","1383212601","","","","　",""
"10900","57","都市公園","よつば公園","よつばこうえん","野々市市藤平田1丁目272","","","","","36.5198067600","136.6053718000","","1383212660","","","","　",""
"10901","57","都市公園","粟田6号緑地","あわだろくごうりょくち","野々市市粟田5丁目412","","","","","36.5157197100","136.6102910000","","1383212703","","","","　",""
"10902","57","都市公園","矢作5号緑地","やはぎごごうりょくち","野々市市矢作4丁目32-31","","","","","36.5232469600","136.6148132000","","1383212742","","","","　",""
"10903","57","都市公園","堀内東公園","ほりうちひがしこうえん","野々市市堀内4丁目143","","","","","36.5304006100","136.6020781000","","1383212797","","","","トイレ有り",""
"7005","261","街頭端末設置施設","市立図書館","しりつとしょかん","野々市市本町2-14-6","","248-8099","","","36.5323080000","136.6184240000","","1270019598","","","","",""
"7006","261","街頭端末設置施設","中央児童館","ちゅうおうじどうかん","野々市市矢作3-1-2","","248-5325","","","36.5235314787","136.6118091345","","1384829717","","","","",""
"7008","261","街頭端末設置施設","本町児童館","ほんまちじどうかん","野々市市本町3-10-12","","246-3881","","","36.5320420000","136.6173930000","","1270019632","","","","",""
"7009","261","街頭端末設置施設","押野児童館","おしのじどうかん","野々市市押野3-115","","248-9666","","","36.5420100000","136.6179380000","","1270019651","","","","",""
"7713","291","AED設置施設","野々市市役所・情報交流館カメリア","ののいちしやくしょ・じょうほうこうりゅうかんかめりあ","石川県野々市市三納1丁目1番地","","076-227-6000","076-227-6190","","36.5255015410","136.6074371338","","1418186130","","","","http://gm.nono1.jp/uploads/thumbs/67.jpg",""
"7717","291","AED設置施設","保健センター","ほけんせんたー","野々市市三納500-1","","076-248-3511","076-248-7771","","36.5238115800","136.6108138000","","1320656081","8:30〜17:15　","土・日・祝・年末年始","","",""
"7714","291","AED設置施設","文化会館（フォルテ）","ぶんかかいかんふぉるて","野々市市本町5-4-1","","076-248-8000","076-246-2391","","36.5320106500","136.6078137000","","1320656096","9:00〜22:00
・受付時間は9:00〜17:00","第1.3水・祝翌日・年末年始","","",""
"10922","291","AED設置施設","ふるさと歴史館・埋蔵文化財収蔵庫_","ふるさとれきしかんまいぞうぶんかざいしゅうぞうこ","野々市市御経塚1-182","","076-246-0133","076-294-1816","","36.5459090200","136.5997537000","","1419207786","","","","",""
"7715","291","AED設置施設","市民体育館","しみんたいいくかん","野々市市下林3-97","","076-248-1223","076-248-1254","","36.5257411800","136.5995247000","","1320656129","月13:00〜21:30　 　火-土9:00〜21:30 　日・祝9:00〜17:00","","","バスケットボール・卓球・バドミントンほか",""
"7716","291","AED設置施設","スポーツランド","すぽーつらんど","野々市市中林5-1-1","","076-294-5800","076-294-5801","","36.5125127000","136.6060148000","","1320656212","●プール　月-土10:00?21:00 　　日・祝10:00?17:00 　●テニスコート（4月?10月） 　　月?土日の出?21:00 　　日・祝日の出?日没 　●さわやかホール　 ※夜間照明は4月から10月まで 　　月?土9:00?21:00 　　日・祝9:00?17:00 ","毎週火・年末年始","","",""
"7718","291","AED設置施設","スポーツセンター","すぽーつせんたー","野々市市押野2-30","","076-294-5511","076-294-5811","","36.5407397900","136.6121729000","","1320656252","月・水?土9:00?21:30 　火13:00?21:30 　日・祝9:00?17:00","","","バスケットボール・卓球・バドミントンほか",""
"7719","291","AED設置施設","武道館","ぶどうかん","野々市市位川183","","076-248-1223","","","36.5251713900","136.6080240000","","1320656273","月?土9:00?21:30 日・祝9:00?17:00","","","連絡先は市民体育館&lt;br /&gt;・柔道・剣道",""
"7720","291","AED設置施設","野々市小学校","ののいちしょうがっこう","野々市市本町5-3-1","","076-248-0084","076-294-2510","","36.5319906800","136.6092836000","","1257056325","","","","",""
"7721","291","AED設置施設","御園小学校","みそのしょうがっこう","野々市市稲荷4-128","","076-248-3201","076-294-5463","","36.5377199800","136.6045637000","","1257055656","","","","",""
"7722","291","AED設置施設","菅原小学校","すがはらしょうがっこう","野々市市菅原20-1","","076-246-6066","076-294-2512","","36.5254414900","136.6159433000","","1257055312","","","","",""
"7723","291","AED設置施設","富陽小学校","ふようしょうがっこう","野々市市中林5-70","","076-246-4380","076-294-5449","","36.5131326000","136.6040249000","","1257055294","","","","",""
"7724","291","AED設置施設","館野小学校","たちのしょうがっこう","野々市市押野3-71","","076-248-0622","076-294-2518","","36.5406698900","136.6171825000","","1257055278","","","","",""
"7725","291","AED設置施設","野々市中学校","ののいちちゅうがっこう","野々市市三納300","","076-246-0115","076-294-5427","","36.5246814400","136.6084340000","","1257055241","","","","",""
"7726","291","AED設置施設","布水中学校","ふすいちゅうがっこう","野々市市押野2-100","","076-248-0039","076-294-5419","","36.5388899900","136.6124430000","","1257055263","","","","",""
"7727","291","AED設置施設","中央保育園","ちゅうおうほいくえん","野々市市本町3-2-22","","076-248-0240","","","36.5329308500","136.6178066000","","1320656289","平日7:00?19:00、土曜7:00?18:00","","","",""
"7728","291","AED設置施設","富奥保育園","とみおくほいくえん","野々市市中林5-30","","076-248-0828","","","36.5107928600","136.6046549000","","1320655940","平日7:15〜19:00、土曜7:15〜18:00","","","",""
"7729","291","AED設置施設","押野保育園","おしのほいくえん","野々市市押野3-115","","076-248-0343","","","36.5419597600","136.6180224000","","1320655966","平日7:15〜19:00、土曜7:15〜18:00","","","",""
"7730","291","AED設置施設","御経塚保育園","おきょうづかほいくえん","野々市市御経塚1-288","","076-248-0181","","","36.5439892000","136.5984239000","","1320655987","平日7:15〜19:00、土曜7:15〜18:00","","","",""
"7731","291","AED設置施設","本町児童館","ほんまちじどうかん","野々市市本町3-10-12","","076-246-3881","","","36.5320508100","136.6173929000","","1367909156","3月~10月は10:00~18:00　11月~2月は9:30~17:30","日曜・祝日・年末年始","","",""
"7733","291","AED設置施設","あすなろ保育園","あすなろほいくえん","野々市市御経塚5-30","","076-246-0211","","","36.5444192100","136.6013537000","","1320656019","平日7:15〜19:00、土曜7:15〜18:00","","","",""
"7734","291","AED設置施設","子育て支援センター菅原","こそだてしえんせんたーすがはら","野々市市菅原8-33","","076-248-4634","","","36.5285111700","136.6161832000","","1320656030","8:15〜17:45 ","日・祝・年末年始","","病後児保育",""
"7736","291","AED設置施設","老人福祉センター椿荘","ろうじんふくしせんたーつばきそう","野々市市矢作3-1-2","","076-246-5570","","","36.5232716500","136.6114138000","","1320656307","9:00?17:00","第１、３、５日曜・第２、４月曜・敬老の日を除く祝・8/15・年末年始 ","","送迎バス有り（木・土はバス・風呂休み）",""
"7737","291","AED設置施設","デイサービスセンター","でいさーびすせんたー","野々市市矢作3-3","","076-248-9900","076-248-9901","","36.5234516400","136.6122537000","","1320656323","9：00?16：00
延長希望がある場合は(7:30?18:00)　 ","日・年末年始","","",""
"7738","291","AED設置施設","いきがいセンター御経塚","いきがいせんたーおきょうづか","野々市市御経塚1-38","","076-248-2231","076-248-2441","","36.5429393300","136.5993939000","","1320656340","9:00?16:00 ","土・日・祝・年末年始","","",""
"7739","291","AED設置施設","いきがいセンター矢作","いきがいせんたーやはぎ","野々市市矢作3-2-10","","076-246-2007","076-246-2004","","36.5234116400","136.6120738000","","1320656354","9:00?16:00 ","土・日・祝・年末年始","","",""
"7740","291","AED設置施設","特別養護老人ホーム富樫苑","とくべつようごろうじんほーむとがしえん","野々市市中林4-62","","076-248-8765","076-248-8766","","36.5160222200","136.6000751000","","1320656369","24時間体制
・面会8:00?20:00","","","",""
"7741","291","AED設置施設","市立図書館","しりつとしょかん","野々市市本町2-14-6","","076-248-8099","076-248-8175","","36.5323308000","136.6184028000","","1320656386","10：00?19：00
土・日は17：00まで　 ","毎週月・祝・年末年始　 ","","",""
"7742","291","AED設置施設","交遊舎","こうゆうしゃ","野々市市二日市1-2","","076-294-8166","","","36.5423893800","136.5986340000","","1320656400","9:00?22:00　 ","第2、4水・祝日にあたる時はその翌日、年末年始","","",""
"7743","291","AED設置施設","中央公民館（野々市公民館）","ちゅうおうこうみんかんののいちこみんかん","野々市市本町2-1-20","","076-248-0521","076-248-3649","","36.5327507600","136.6184328000","","1320656416","9:00?22:00 ","毎週月・祝・年末年始","","",""
"7744","291","AED設置施設","富奥公民館","とみおくこうみんかん","野々市市中林5-3","","076-248-0829","076-248-1306","","36.5120027400","136.6052048000","","1320656427","9:00?22:00　 ","毎週月・祝・年末年始","","",""
"7745","291","AED設置施設","郷公民館","ごうこうみんかん","野々市市田尻町94","","076-248-0250","076-248-0250","","36.5319904500","136.5960247000","","1320656438","9:00?22:00　 ","毎週月・祝・年末年始","","",""
"7746","291","AED設置施設","押野公民館","おしのこうみんかん","野々市市押野3-70","","076-248-2839","076-248-2839","","36.5408198600","136.6164026000","","1320656451","9:00?22:00　 ","毎週月・祝・年末年始","","",""
"7747","291","AED設置施設","女性センター（Ｌ）","じょせいせんたーえる","野々市市稲荷4-155","","076-246-0810","076-246-6722","","36.5367700900","136.6047937000","","1320656461","9:00?22:00　 ","毎週月・祝・年末年始","","",""
"10194","291","AED設置施設","野々市市消防団第1分団格納庫","ののいちししょうぼうだんだい1ぶんだんかくのうこ","野々市市本町2丁目17番10号","","076-248-0558","","","36.5312088300","136.6203734000","","1339654409","","","","救助用資器材搭載車に設置",""
"10195","291","AED設置施設","野々市市消防団第2分団格納庫","ののいちししょうぼうだんだい2ぶんだんかくのうこ","野々市市中林5丁目30番地1","","076-246-1422","","","36.5112336200","136.6048515000","","1339656600","","","","消防ポンプ車に設置",""
"10196","291","AED設置施設","野々市市消防団第3分団格納庫","ののいちししょうぼうだんだい3ぶんだんかくのうこ","野々市市田尻町94番地","","076-248-1553","","","36.5319998000","136.5958822000","","1339656618","","","","消防ポンプ車に設置",""
"10197","291","AED設置施設","野々市市消防団第4分団格納庫","ののいしちしょうぼうだんだい4ぶんだんかくのうこ","野々市市押野2丁目313番地2","","076-246-1423","","","36.5408249300","136.6110876000","","1339656631","","","","消防ポンプ車に設置",""
"76","291","AED設置施設","第1つばきクラブ・第2つばきクラブ","だいいちつばきくらぶ・だいにつばきくらぶ","野々市市本町4-21-17","","076-248-8241","","","36.5307993400","136.6107711000","","1339652785","","","","学童クラブ。学校区：野々市。野々市市子ども学習館内",""
"7337","291","AED設置施設","第1きのこクラブ・第2きのこクラブ","だいいちきのこくらぶ・だいにきのこくらぶ","野々市市本町6-8-42","","（代表）076-248-5120","","","36.5353702600","136.6059537000","","1339652769","","","","学童クラブ。学校区御園。旧ＪＡマートののいち （第１）０７６?２４８?５１２０　（第２）０７６?２４８?５１２５",""
"73","291","AED設置施設","第1すがはらクラブ・第2すがはらクラブ","だいいちすがはらくらぶ・だいにすがはらくらぶ","野々市市菅原町8-33","","076-294-1919","","","36.5285511700","136.6161832000","","1339652760","","","","学童クラブ。学校区：菅原。子育て支援センター菅原内",""
"77","291","AED設置施設","第1たちのクラブ・第2たちのクラブ","だいいちたちのくらぶ・だいにたちのくらぶ","野々市市押野1-10-1","","（代表）076-248-7011","","","36.5434395000","136.6120728000","","1339652752","","","","学童クラブ。学校区館野。旧ＪＡ押野支所 （第１）０７６?２４８?７０１１　（第２）０７６?２２９?７５５４",""
"74","291","AED設置施設","こうさぎクラブ","こうさぎくらぶ","野々市市中林1-2-7","","076-248-7800","","","36.5106629000","136.6061248000","","1339652745","","","","学童クラブ。学校区：富陽",""
"9831","304","温泉スタンド","野々市市温泉スタンド","ののいちしおんせんすたんど","野々市市田尻町96番地14","","","","","36.5318672583","136.5953873098","","1417412278","9:00?20:00","","100リットル100円","泉質：ナトリウム-塩化物泉 泉温：37.6度（気温7.8度） 涌出量：250リットル/分（最大）",""
"7711","321","拠点避難所","野々市小学校","ののいちしょうがっこう","野々市市本町5-3-1","","076-248-0084","076-294-2510","","36.5319906800","136.6092836000","http://education.city.nonoichi.ishikawa.jp/nonoichisyo/","1369987294","","","","面積９９０平方メートル 収容人員３９０人 本町４丁目、本町５丁目、白山町、太平寺",""
"168","321","拠点避難所","御園小学校","みそのしょうがっこう","野々市市稲荷4-128","","076-248-3201","076-294-5463","","36.5376699900","136.6045637000","http://education.city.nonoichi.ishikawa.jp/misonosyo/","1370056202","","","","面積810平方メートル 収容人員320人 稲荷、三日市町、三日市新町、二日市町、徳用町、長池、郷町、野代、御経塚、あやめ、あすなろ団地",""
"169","321","拠点避難所","菅原小学校","すがはらしょうがっこう","野々市市菅原20-1","","076-246-6066","076-294-2512","","36.5253815000","136.6159633000","http://education.city.nonoichi.ishikawa.jp/sugaharasyo/","1370056356","","","","面積930平方メートル 収容人員370人 本町３丁目、住吉町、菅原町、菅原団地",""
"170","321","拠点避難所","富陽小学校","ふようしょうがっこう","野々市市中林5-70","","076-246-4380","076-294-5449","","36.5130826100","136.6040249000","http://education.city.nonoichi.ishikawa.jp/fuyousyo/","1370056500","","","","面積950平方メートル 収容人員380人 中林丸の内、藤平、新庄、粟田",""
"171","321","拠点避難所","館野小学校","たちのしょうがっこう","野々市市押野3-71","","076-248-0622","076-294-2518","","36.5406198900","136.6171925000","http://education.city.nonoichi.ishikawa.jp/tachinosyo/","1370056657","","","","面積780平方メートル 収容人員310人 本町１丁目、本町１丁目県住、横宮町、押野、丸木",""
"172","321","拠点避難所","野々市中学校","ののいちちゅうがっこう","野々市市三納３丁目１","","076-246-0115","076-294-5427","","36.5246214500","136.6084340000","http://education.city.nonoichi.ishikawa.jp/nonoichityu/","1370056841","","","","面積1200平方メートル 収容人員480人 三納、位川、藤平田、藤平田２丁目、矢作",""
"173","321","拠点避難所","布水中学校","ふすいちゅうがっこう","野々市市押野2-100","","076-248-0039","076-294-5419","","36.5388400000","136.6124430000","http://education.city.nonoichi.ishikawa.jp/fusuityu/","1370056987","","","","面積860平方メートル 収容人員340人 本町６丁目、若松町、押越",""
"10840","321","拠点避難所","金沢工業大学","かなざわこうぎょうだいがく","野々市市扇が丘7-1","","076-248-1100","","","36.5288725200","136.6269851000","http://www.kanazawa-it.ac.jp/","1370057342","","","","面積2170平方メートル 収容人員860人 本町２丁目、高橋町、扇が丘",""
"10841","321","拠点避難所","石川県立大学","いしかわけんりつだいがく","野々市市末松１丁目308","","076-227-7220","","","36.5074199200","136.5971267000","http://www.ishikawa-pu.ac.jp/","1370057550","","","","面積920平方メートル 収容人員360人 上林、中林、末松、清金",""
"10842","321","拠点避難所","野々市明倫高校","ののいちめいりんこうこう","野々市市下林３丁目309","","076-246-3191","","","36.5258334700","136.6008121000","http://www.ishikawa-c.ed.jp/~meirih/","1370057778","","","","面積2450平方メートル 収容人員980人 下林、清金３丁目、堀内、堀内新町、田尻町、蓮花寺町、柳町",""
"178","322","予備避難所","市民体育館","しみんたいいくかん","野々市市下林3丁目97","","076-248-1223","076-248-1254","","36.5256811800","136.5995347000","","1370058110","","","","面積1460平方メートル 収容人員580人 災害の規模に応じて開設する予備的な避難所であり、避難者は、拠点避難所から二次的に避難する。",""
"179","322","予備避難所","スポーツセンター","すぽーつせんたー","野々市市押野2丁目30","","076-294-5511","076-294-5811","","36.5406798000","136.6121829000","","1370058231","","","","面積1480平方メートル 収容人員590人 災害の規模に応じて開設する予備的な避難所であり、避難者は、拠点避難所から二次的に避難する。",""
"186","322","予備避難所","交遊舎","こうゆうしゃ","野々市市二日市1丁目2","","076-294-8166","","","36.5423193900","136.5986340000","","1370058296","","","","面積260平方メートル 収容人員100人 災害の規模に応じて開設する予備的な避難所であり、避難者は、拠点避難所から二次的に避難する。",""
"174","322","予備避難所","中央公民館(野々市公民館)","ちゅうおうこうみんかんののいちこうみんかん","野々市市本町2丁目1-20","","076-248-0521","076-248-3649","","36.5326807600","136.6184228000","","1370241608","","","","面積290平方メートル 収容人員110人 災害の規模に応じて開設する予備的な避難所であり、避難者は、拠点避難所から二次的に避難する。",""
"10914","322","予備避難所","富奥コミュニティセンター","とみおくこみゅにてぃせんたー","石川県野々市市中林5丁目3番地22","921-8834","076-248-0829","","","36.5120592878","136.6052269936","","1403856492","","","","構造／鉄筋コンクリート造一部鉄骨造２階建&lt;br /&gt;敷地面積／約4960平方メートル＋飛地面積部分約240平方メートル&lt;br /&gt;延床面積／1462.76平方メートル",""
"177","322","予備避難所","郷公民館","ごうこうみんかん","野々市市田尻町94","","076-248-0250","076-248-0250","","36.5319604500","136.5960247000","","1370058455","","","","面積120平方メートル 収容人員40人 災害の規模に応じて開設する予備的な避難所であり、避難者は、拠点避難所から二次的に避難する。",""
"10843","322","予備避難所","押野公民館","おしのこうみんかん","野々市市押野３丁目70","","076-248-2839","","","36.5407658000","136.6164841000","","1370058703","","","","面積220平方メートル 収容人員80人 災害の規模に応じて開設する予備的な避難所であり、避難者は、拠点避難所から二次的に避難する。",""
"188","322","予備避難所","防災コミュニティセンター","ぼうさいこみゅにてぃせんたー","野々市市本町1丁目2-50","","","","","36.5379403000","136.6238221000","","1370058547","","","","面積90平方メートル 収容人員30人 災害の規模に応じて開設する予備的な避難所であり、避難者は、拠点避難所から二次的に避難する。",""
"10844","322","予備避難所","第１コミュニティ消防センター","だいいちこみゅにてぃしょうぼうせんたー","野々市市本町2-17-10","","076-248-0558","","","36.5312260800","136.6203707000","","1393548634","","","","面積120平方メートル 収容人員40人 災害の規模に応じて開設する予備的な避難所であり、避難者は、拠点避難所から二次的に避難する。",""
"10845","322","予備避難所","第２コミュニティ消防センター","だいにこみゅにてぃしょうぼうせんたー","野々市市中林５丁目30-1","","076-246-1422","","","36.5112293100","136.6048542000","","1370060489","","","","面積50平方メートル 収容人員20人 災害の規模に応じて開設する予備的な避難所であり、避難者は、拠点避難所から二次的に避難する。",""
"10846","322","予備避難所","第４コミュニティ消防防災センター","だいよんこゅにてぃしょうぼうぼうさいせんたー","野々市市押野２丁目313-2","","076-246-1423","","","36.5408723400","136.6111547000","","1370062966","","","","面積60平方メートル 収容人員20人 災害の規模に応じて開設する予備的な避難所であり、避難者は、拠点避難所から二次的に避難する。",""
"10847","322","予備避難所","文化会館フォルテ","ぶんかかいかんふぉるて","野々市市本町５丁目4-1","","076-248-8000","","","36.5318640300","136.6078395000","http://forte.nono1.jp/","1370060986","","","","面積950平方メートル 収容人員380人 災害の規模に応じて開設する予備的な避難所であり、避難者は、拠点避難所から二次的に避難する。",""
"10848","322","予備避難所","女性センター","じょせいせんたー","野々市市稲荷４丁目155","","076-246-0810","","","36.5366872700","136.6048247000","","1370060090","","","","面積230平方メートル 収容人員90人 災害の規模に応じて開設する予備的な避難所であり、避難者は、拠点避難所から二次的に避難する。",""
"10849","322","予備避難所","教育センター","きょういくせんたー","野々市市本町４丁目21-27","","076-248-8456","","","36.5299199000","136.6107321000","","1370060606","","","","面積150平方メートル 収容人員60人 災害の規模に応じて開設する予備的な避難所であり、避難者は、拠点避難所から二次的に避難する。",""
"10850","322","予備避難所","スポーツクラブ　ヴィテンののいち","すぽーつくらぶぶぃてんののいち","野々市市横宮町67-1","","076-294-3110","","","36.5352998000","136.6165844000","http://www.v10.co.jp/nonoichi/","1370061269","","","","面積3190平方メートル 収容人員1270人 災害の規模に応じて開設する予備的な避難所であり、避難者は、拠点避難所から二次的に避難する。",""
"10851","322","予備避難所","フィットネスクラブ　エイム２１","ふぃっとねすくらぶえいむにじゅういち","野々市市御経塚４丁目10","","076-240-0210","","","36.5491981000","136.6015518000","http://aim21.fitness-aim.com/","1370061352","","","","面積860平方メートル 収容人員340人 災害の規模に応じて開設する予備的な避難所であり、避難者は、拠点避難所から二次的に避難する。",""
"10910","322","予備避難所","ハイネンスマートプラザ","はいねんすまーとぷらざ","野々市市郷町112-9","921-8841 ","246-7022","","","36.5333985301","136.5879106522","","1393548669","","","","予備避難所",""
"10852","324","福祉避難所","老人福祉センター椿荘","ろうじんふくしせんたーつばきそう","野々市市矢作３丁目1-2","","076-246-5570","","","36.5234040000","136.6115348000","","1370062610","","","","避難所での集団生活が困難な高齢者など特別な配慮を必要とする者の避難所で、高齢者等は拠点避難所から必要に応じて、二次的に避難する。",""
"10853","324","福祉避難所","デイサービスセンター","でいさーびすせんたー","野々市市矢作３丁目3","","076-248-9900","","","36.5234373000","136.6122903000","","1370061725","","","","避難所での集団生活が困難な高齢者など特別な配慮を必要とする者の避難所で、高齢者等は拠点避難所から必要に応じて、二次的に避難する。",""
"10854","324","福祉避難所","いきがいセンター矢作","いきがいせんたーやはぎ","野々市市矢作３丁目2-10","","076-246-2007","","","36.5234790000","136.6120903000","","1370062055","","","","避難所での集団生活が困難な高齢者など特別な配慮を必要とする者の避難所で、高齢者等は拠点避難所から必要に応じて、二次的に避難する。",""
"10855","324","福祉避難所","いきがいセンター御経塚","いきがいせんたーおきょうづか","野々市市御経塚１丁目38","","076-248-2231","","","36.5429072000","136.5994523000","","1370062293","","","","避難所での集団生活が困難な高齢者など特別な配慮を必要とする者の避難所で、高齢者等は拠点避難所から必要に応じて、二次的に避難する。",""
"10856","324","福祉避難所","特別擁護老人ホーム富樫苑","とくべつようごろうじんほーむとがしえん","野々市市中林４丁目62","","076-248-8765","","","36.5160576000","136.6005080000","","1370062668","","","","避難所での集団生活が困難な高齢者など特別な配慮を必要とする者の避難所で、高齢者等は拠点避難所から必要に応じて、二次的に避難する。",""
"10857","324","福祉避難所","特別養護老人ホームかんじん","とくべつようごろうじんほーむかんじん","野々市市新庄２丁目45","","076-248-7767","","","36.4968101000","136.6097850000","","1370062690","","","","避難所での集団生活が困難な高齢者など特別な配慮を必要とする者の避難所で、高齢者等は拠点避難所から必要に応じて、二次的に避難する。",""
"10892","325","心療内科","野々市こころのクリニック","ののいちこころのくりにっく","野々市市二日市町1-50","","076-248-2122","076-248-2128","","36.5416826000","136.5966761000","http://www6.ocn.ne.jp/~n-heart/","1383212130","","","","心療内・内",""
"1","21","市役所","野々市市役所","ののいちしやくしょ","石川県野々市市三納1丁目1番地","","076-227-6000","076-227-6190","","36.5195320200","136.6096641000","http://www.city.nonoichi.lg.jp","1320647562","","","","http://gm.nono1.jp/uploads/thumbs/67.jpg",""
"10904","21","市役所","本町サービスコーナー","ほんまちさーびすこーなー","野々市市本町２丁目2-14-6","","076-227-6046","","","36.5322476500","136.6185334000","","1383213317","8:30〜13:00、14:00〜17:15","月、土、日、祝、年末年始","","市立図書館内&lt;br /&gt;連絡電話番号は、市民課",""
"10905","21","市役所","交遊舎サービスコーナー","こうゆうしゃさーびすこーなー","野々市市二日市1-2","","076-227-6046","","","36.5423808100","136.5987039000","","1383213335","8:30〜13:00、14:00〜17:15","交遊舎の休館日、土、日、祝、年末年始","","交遊舎内&lt;br /&gt;連絡電話番号は、市民課",""
"10906","21","市役所","保健センター","ほけんせんたー","野々市市二日市1-2","","076-248-3511","","","36.5236780500","136.6108382000","","1383213358","8:30〜17:15","土、日、祝、年末年始","","健康推進課内",""
"10907","21","市役所","消費生活センター","しょうひせいかつせんたー","野々市市三納１丁目１","","076-227-6054","","","36.5194920500","136.6093683000","","1383213373","8:30〜17:15","土、日、祝、年末年始","","市民協働課内",""
"3","16","郵便局","野々市郵便局","ののいちゆうびんきょく","野々市市本町3-16-28","921-8815","076-248-0989","","","36.5316308400","136.6165030000","","1373524257","9：00~17：00","土・日・祝・年末年始","","(開館時間)9：00~17：00　(定休日)土・日・祝・年末年始　(その他)貯金は16：00まで",""
"4","16","郵便局","富奥郵便局","とみおくゆうびんきょく","野々市市粟田1-136","","076-248-0988","","","36.5112629500","136.6127243000","","1303113723","","","","(開館時間)9：00~17：00　(定休日)土・日・祝・年末年始　(その他)貯金は16：00まで",""
"5","16","郵便局","太平寺郵便局","たへいじゆうびんきょく","野々市市太平寺4-15","","076-248-5001","","","36.5301708100","136.6057040000","","1303113733","","","","(開館時間)9：00~17：00　(定休日)土・日・祝・年末年始　(その他)貯金は16：00まで",""
"6","16","郵便局","下林郵便局","しもばやしゆうびんきょく","野々市市下林4-428","","076-227-0710","","","36.5236114500","136.6021146000","","1303113921","","","","(開館時間)9：00~17：00　(定休日)土・日・祝・年末年始　(その他)貯金は16：00まで",""
"7","16","郵便局","扇が丘郵便局","おおぎがおかゆうびんきょく","野々市市扇が丘4-12","","076-246-3400","","","36.5295812200","136.6254324000","","1303113930","","","","(開館時間)9：00~17：00　(定休日)土・日・祝・年末年始　(その他)貯金は16：00まで",""
"8","16","郵便局","押野郵便局","おしのゆうびんきょく","野々市市押野4-118　","","076-246-0650","","","36.5416198400","136.6205322000","","1303113940","","","","(開館時間)9：00~17：00　(定休日)土・日・祝・年末年始　(その他)貯金は16:00まで",""
"9","16","郵便局","野々市御園郵便局","ののいちみそのゆうびんきょく","野々市市押越2-5","","076-294-1519","","","36.5395598000","136.6053236000","","1303113950","","","","(開館時間)9：00~17：00　(定休日)土・日・祝・年末年始　(その他)貯金は16：00まで",""
"10","17","消防署","白山野々市広域事務組合野々市消防署","はくさんののいちこういきじむくみあいののいちしょうぼうしょ","野々市市本町5-17-8","","076-248-5516","","","36.5278011400","136.6098837000","http://www.hifd.jp/","1320646036","24時間体制","","","",""
"11","18","保健所・保健センター","保健センター","ほけんせんたー","野々市市三納500-1","","076-248-3511","076-248-7771","","36.5238115800","136.6108138000","","1303113970","","","","(開館時間)8：30~17：15　(定休日)土・日・祝・年末年始",""
"12","19","交番","白山警察署野々市交番","はくさんけいさつしょののいちこうばん","野々市市本町6-22-2","","076-248-0059","","","36.5331205300","136.6075137000","http://www.police.kanazawa.ishikawa.jp/_keisatusyo/MATTO/index.html","1179296961","24時間体制　","","","",""
"13","19","交番","白山警察署野々市南交番","はくさんけいさつしょののいちみなみこうばん","野々市市藤平138-1","","076-294-1500","","","36.5146524500","136.6046348000","http://www.police.kanazawa.ishikawa.jp/_keisatusyo/MATTO/index.html","1179296961","24時間体制　","","","",""
"14","20","社団法人","シルバー人材センター","しるばーじんざいせんたー","野々市市白山町8-15","","076-294-8303","076-246-7067","","36.5285810800","136.6111644000","","1303113995","8:30~17:15","土・日・祝・年末年始","","",""

